,time,open,high,low,close,volume
35,2015-12-03 07:00:00-05:00,117.1,117.15,116.5,116.86,50542
36,2015-12-03 08:00:00-05:00,116.86,117.3,116.2,116.76,197854
37,2015-12-03 09:00:00-05:00,116.76,116.84,115.74,116.42,5080826
38,2015-12-03 10:00:00-05:00,116.43,116.49,115.71,116.0401,5285252
39,2015-12-03 11:00:00-05:00,116.05,116.68,115.96,116.19,3641205
40,2015-12-03 12:00:00-05:00,116.19,116.23,115.151,115.26,5035801
41,2015-12-03 13:00:00-05:00,115.26,115.58,114.82,114.8303,4653538
42,2015-12-03 14:00:00-05:00,114.832,115.01,114.22,114.8894,6465983
43,2015-12-03 15:00:00-05:00,114.89,115.27,114.44,115.2,7227620
44,2015-12-03 16:00:00-05:00,115.2,115.39,115.17,115.3699,3817445
45,2015-12-03 17:00:00-05:00,115.37,115.37,115.3,115.35,16673
46,2015-12-03 18:00:00-05:00,115.37,115.4,115.36,115.39,36513
47,2015-12-03 19:00:00-05:00,115.38,115.47,115.38,115.46,11845
48,2015-12-04 04:00:00-05:00,115.54,115.95,115.54,115.69,6016
49,2015-12-04 05:00:00-05:00,115.7,115.92,115.68,115.77,3407
50,2015-12-04 06:00:00-05:00,115.75,115.75,115.62,115.72,1637
51,2015-12-04 07:00:00-05:00,115.74,115.74,115.57,115.6,7802
52,2015-12-04 08:00:00-05:00,115.55,115.75,115.22,115.45,116120
53,2015-12-04 09:00:00-05:00,115.45,117.47,115.01,117.42,8685154
54,2015-12-04 10:00:00-05:00,117.43,118.48,117.26,118.465,13591275
55,2015-12-04 11:00:00-05:00,118.465,118.5,117.87,118.215,6392432
56,2015-12-04 12:00:00-05:00,118.21,118.825,118.0,118.5975,5296163
57,2015-12-04 13:00:00-05:00,118.62,118.9423,118.55,118.935,4701886
58,2015-12-04 14:00:00-05:00,118.935,119.15,118.82,119.11,5292816
59,2015-12-04 15:00:00-05:00,119.12,119.25,118.83,119.02,8322581
60,2015-12-04 16:00:00-05:00,119.0,119.09,119.0,119.0,4190376
61,2015-12-04 17:00:00-05:00,118.98,119.09,118.97,119.09,52778
62,2015-12-04 18:00:00-05:00,119.09,119.1,119.02,119.05,9751
63,2015-12-04 19:00:00-05:00,119.05,119.07,119.04,119.05,5236
64,2015-12-07 04:00:00-05:00,119.24,119.52,119.24,119.44,7529
65,2015-12-07 05:00:00-05:00,119.35,119.51,119.35,119.41,1641
66,2015-12-07 06:00:00-05:00,119.33,119.36,119.26,119.35,5632
67,2015-12-07 07:00:00-05:00,119.26,119.33,119.12,119.19,32364
68,2015-12-07 08:00:00-05:00,119.15,119.28,118.81,118.9,98155
69,2015-12-07 09:00:00-05:00,118.89,119.86,118.53,119.128,6533181
70,2015-12-07 10:00:00-05:00,119.13,119.35,118.32,118.53,5843985
71,2015-12-07 11:00:00-05:00,118.51,118.66,118.01,118.385,3621415
72,2015-12-07 12:00:00-05:00,118.38,118.38,117.98,118.04,2682465
73,2015-12-07 13:00:00-05:00,118.04,118.31,117.99,118.27,2750549
74,2015-12-07 14:00:00-05:00,118.27,118.5,117.94,118.04,3350798
75,2015-12-07 15:00:00-05:00,118.04,118.48,117.81,118.27,5332538
76,2015-12-07 16:00:00-05:00,118.28,118.48,118.17,118.4,1711260
77,2015-12-07 17:00:00-05:00,118.4001,118.45,118.38,118.39,4627
78,2015-12-07 18:00:00-05:00,118.42,118.42,118.38,118.38,10027
79,2015-12-07 19:00:00-05:00,118.36,118.36,118.25,118.26,7390
80,2015-12-08 04:00:00-05:00,117.95,118.05,117.63,117.9,6955
81,2015-12-08 05:00:00-05:00,117.87,117.95,117.82,117.9,2900
82,2015-12-08 06:00:00-05:00,117.9,117.9,117.7,117.7,3144
83,2015-12-08 07:00:00-05:00,117.7,117.71,117.22,117.28,26247
84,2015-12-08 08:00:00-05:00,117.24,117.8,117.0,117.1,145081
85,2015-12-08 09:00:00-05:00,117.09,118.1,116.77,117.055,5252683
86,2015-12-08 10:00:00-05:00,117.06,118.17,116.86,118.0,6957839
87,2015-12-08 11:00:00-05:00,117.99,118.6,117.71,117.9,4571890
88,2015-12-08 12:00:00-05:00,117.9,117.92,117.36,117.8316,2756739
89,2015-12-08 13:00:00-05:00,117.835,117.99,117.481,117.74,2435436
90,2015-12-08 14:00:00-05:00,117.73,118.16,117.64,117.87,3378258
91,2015-12-08 15:00:00-05:00,117.8725,118.51,117.71,118.24,5911681
92,2015-12-08 16:00:00-05:00,118.23,118.3,117.745,118.23,2672805
93,2015-12-08 17:00:00-05:00,118.2,118.23,118.15,118.18,14043
94,2015-12-08 18:00:00-05:00,118.14,118.26,118.11,118.26,6582
95,2015-12-08 19:00:00-05:00,118.35,118.5,118.34,118.49,15591
96,2015-12-09 04:00:00-05:00,117.96,118.1,117.86,117.87,3519
97,2015-12-09 05:00:00-05:00,117.8,117.8,117.7,117.7,3220
98,2015-12-09 06:00:00-05:00,117.81,117.9,117.7,117.71,9502
99,2015-12-09 07:00:00-05:00,117.8,118.02,117.75,117.9,14412
100,2015-12-09 08:00:00-05:00,117.94,118.15,117.75,117.82,68690
101,2015-12-09 09:00:00-05:00,117.82,118.23,116.96,117.05,4806632
102,2015-12-09 10:00:00-05:00,117.05,117.52,116.94,117.1,5594999
103,2015-12-09 11:00:00-05:00,117.11,117.17,116.29,116.5,4957326
104,2015-12-09 12:00:00-05:00,116.5,116.55,115.39,115.5,6498983
105,2015-12-09 13:00:00-05:00,115.475,115.83,115.08,115.505,6955975
106,2015-12-09 14:00:00-05:00,115.5,115.68,115.15,115.16,5384562
107,2015-12-09 15:00:00-05:00,115.1501,115.85,115.1,115.63,7315211
108,2015-12-09 16:00:00-05:00,115.62,115.63,115.4,115.62,2818103
109,2015-12-09 17:00:00-05:00,115.62,115.74,115.61,115.66,1317335
110,2015-12-09 18:00:00-05:00,115.68,115.75,115.65,115.65,18703
111,2015-12-09 19:00:00-05:00,115.67,115.8,115.65,115.8,12228
112,2015-12-10 04:00:00-05:00,115.94,116.07,115.84,115.95,2261
113,2015-12-10 05:00:00-05:00,115.84,116.18,115.84,116.14,766
114,2015-12-10 06:00:00-05:00,116.15,116.15,115.8,115.97,5200
115,2015-12-10 07:00:00-05:00,116.01,116.02,115.76,115.94,12172
116,2015-12-10 08:00:00-05:00,115.94,116.28,115.8499,116.08,94641
117,2015-12-10 09:00:00-05:00,116.08,116.3899,115.6,115.84,4915570
118,2015-12-10 10:00:00-05:00,115.81,116.69,115.51,116.4,5920321
119,2015-12-10 11:00:00-05:00,116.4,116.47,115.77,115.95,3404036
120,2015-12-10 12:00:00-05:00,115.951,116.21,115.77,116.09,2718338
121,2015-12-10 13:00:00-05:00,116.1,116.5,116.01,116.255,2384832
122,2015-12-10 14:00:00-05:00,116.257,116.94,116.24,116.66,3104454
123,2015-12-10 15:00:00-05:00,116.655,116.71,115.9,116.18,4665585
124,2015-12-10 16:00:00-05:00,116.17,116.24,116.06,116.19,1663442
125,2015-12-10 17:00:00-05:00,116.26,116.28,116.18,116.2,15220
126,2015-12-10 18:00:00-05:00,116.21,116.38,116.21,116.38,10280
127,2015-12-10 19:00:00-05:00,116.37,116.42,116.29,116.42,9704
128,2015-12-11 04:00:00-05:00,116.17,116.17,115.73,115.95,21702
129,2015-12-11 05:00:00-05:00,115.86,115.86,115.22,115.25,2842
130,2015-12-11 06:00:00-05:00,115.32,115.38,115.11,115.25,8369
131,2015-12-11 07:00:00-05:00,115.35,115.5,114.88,114.9,78549
132,2015-12-11 08:00:00-05:00,115.0,115.44,114.93,115.33,216222
133,2015-12-11 09:00:00-05:00,115.3,115.39,114.21,114.506,6399617
134,2015-12-11 10:00:00-05:00,114.49,114.85,113.78,113.96,7731708
135,2015-12-11 11:00:00-05:00,113.955,114.08,113.18,113.32,6557543
136,2015-12-11 12:00:00-05:00,113.33,113.55,112.851,113.5,5900845
137,2015-12-11 13:00:00-05:00,113.4958,113.8,113.18,113.635,4281926
138,2015-12-11 14:00:00-05:00,113.64,113.8,113.25,113.38,3828381
139,2015-12-11 15:00:00-05:00,113.38,113.54,112.86,113.17,7660574
140,2015-12-11 16:00:00-05:00,113.18,113.3,113.15,113.18,4111176
141,2015-12-11 17:00:00-05:00,113.2,113.24,113.14,113.14,14189
142,2015-12-11 18:00:00-05:00,113.14,113.15,113.0,113.04,45213
143,2015-12-11 19:00:00-05:00,113.0001,113.04,112.88,112.95,15941
144,2015-12-14 04:00:00-05:00,112.5,113.99,112.5,113.91,7833
145,2015-12-14 05:00:00-05:00,113.84,113.85,113.56,113.85,8308
146,2015-12-14 06:00:00-05:00,113.8,113.8,112.75,112.85,72561
147,2015-12-14 07:00:00-05:00,112.77,112.9,110.9,111.35,349880
148,2015-12-14 08:00:00-05:00,111.1,112.75,110.99,111.86,590311
149,2015-12-14 09:00:00-05:00,111.86,112.18,110.61,111.01,10287056
150,2015-12-14 10:00:00-05:00,111.0,111.8,110.73,111.15,11457395
151,2015-12-14 11:00:00-05:00,111.14,111.18,109.79,110.553,9563621
152,2015-12-14 12:00:00-05:00,110.573,111.46,110.34,111.3,7363629
153,2015-12-14 13:00:00-05:00,111.29,112.65,111.26,112.46,6739481
154,2015-12-14 14:00:00-05:00,112.4699,112.68,111.67,112.235,6113478
155,2015-12-14 15:00:00-05:00,112.24,112.5,111.61,112.47,8780623
156,2015-12-14 16:00:00-05:00,112.48,112.54,110.7449,112.5299,3076868
157,2015-12-14 17:00:00-05:00,112.5,112.5001,111.85,112.0,457946
158,2015-12-14 18:00:00-05:00,112.0,112.33,112.0,112.17,23540
159,2015-12-14 19:00:00-05:00,112.3,112.35,112.21,112.3,18866
160,2015-12-15 04:00:00-05:00,112.45,112.85,112.33,112.7,25281
161,2015-12-15 05:00:00-05:00,112.7,112.7,111.76,111.88,32354
162,2015-12-15 06:00:00-05:00,111.9,112.0,110.11,110.9,68721
163,2015-12-15 07:00:00-05:00,110.95,111.47,110.51,111.15,122333
164,2015-12-15 08:00:00-05:00,111.2,111.98,110.52,111.92,427196
165,2015-12-15 09:00:00-05:00,111.93,112.35,111.13,111.39,9482271
166,2015-12-15 10:00:00-05:00,111.39,112.8,111.36,112.64,9065580
167,2015-12-15 11:00:00-05:00,112.64,112.64,111.2,111.5,7356613
168,2015-12-15 12:00:00-05:00,111.5,112.09,111.34,112.03,4836252
169,2015-12-15 13:00:00-05:00,112.03,112.08,111.5,111.7699,4170247
170,2015-12-15 14:00:00-05:00,111.77,111.94,111.33,111.376,4086126
171,2015-12-15 15:00:00-05:00,111.38,111.43,110.35,110.49,10802122
172,2015-12-15 16:00:00-05:00,110.49,112.351,110.33,110.53,2420572
173,2015-12-15 17:00:00-05:00,110.55,112.2014,110.35,110.38,109904
174,2015-12-15 18:00:00-05:00,110.41,110.45,110.35,110.35,17656
175,2015-12-15 19:00:00-05:00,110.3999,110.49,110.34,110.49,19112
176,2015-12-16 04:00:00-05:00,110.77,110.85,110.77,110.85,1300
177,2015-12-16 05:00:00-05:00,110.94,111.3,110.94,111.3,2500
178,2015-12-16 06:00:00-05:00,111.2,111.2,110.85,110.95,19010
179,2015-12-16 07:00:00-05:00,110.98,110.98,110.41,110.67,43593
180,2015-12-16 08:00:00-05:00,110.69,111.3,110.53,111.1,134330
181,2015-12-16 09:00:00-05:00,111.02,111.99,110.635,110.64,6159907
182,2015-12-16 10:00:00-05:00,110.64,110.89,109.72,110.405,8847403
183,2015-12-16 11:00:00-05:00,110.4,110.41,108.93,109.085,8770443
184,2015-12-16 12:00:00-05:00,109.0853,109.27,108.8,109.05,6319472
185,2015-12-16 13:00:00-05:00,109.05,110.43,109.0,110.32,5073410
186,2015-12-16 14:00:00-05:00,110.31,111.1,109.28,111.095,9225979
187,2015-12-16 15:00:00-05:00,111.09,111.6,110.56,111.34,8684895
188,2015-12-16 16:00:00-05:00,111.34,111.4,111.19,111.24,2520161
189,2015-12-16 17:00:00-05:00,111.23,111.3,111.2,111.2,92876
190,2015-12-16 18:00:00-05:00,111.2,111.35,111.2,111.3,21965
191,2015-12-16 19:00:00-05:00,111.3,111.35,111.24,111.27,10467
192,2015-12-17 04:00:00-05:00,111.68,111.8,111.63,111.8,5900
193,2015-12-17 05:00:00-05:00,111.85,111.89,111.77,111.89,4938
194,2015-12-17 06:00:00-05:00,111.81,112.15,111.8,112.05,10182
195,2015-12-17 07:00:00-05:00,112.08,112.45,112.03,112.3,60847
196,2015-12-17 08:00:00-05:00,112.26,112.45,112.05,112.28,216855
197,2015-12-17 09:00:00-05:00,112.34,112.44,110.78,111.175,5513013
198,2015-12-17 10:00:00-05:00,111.19,111.32,109.93,110.11,7180484
199,2015-12-17 11:00:00-05:00,110.12,110.39,109.47,110.0401,6853872
200,2015-12-17 12:00:00-05:00,110.0499,110.27,109.79,110.21,3643252
201,2015-12-17 13:00:00-05:00,110.2,110.55,110.0,110.07,3414063
202,2015-12-17 14:00:00-05:00,110.0725,110.19,109.12,109.46,6096349
203,2015-12-17 15:00:00-05:00,109.4678,109.83,108.99,108.9999,9203930
204,2015-12-17 16:00:00-05:00,108.995,109.05,108.7,108.85,2404612
205,2015-12-17 17:00:00-05:00,108.85,108.94,108.75,108.89,27741
206,2015-12-17 18:00:00-05:00,108.89,108.9,108.75,108.76,16834
207,2015-12-17 19:00:00-05:00,108.74,108.8,108.6,108.63,73291
208,2015-12-18 04:00:00-05:00,110.0,110.0,108.36,108.65,10068
209,2015-12-18 05:00:00-05:00,108.6,108.71,108.58,108.71,1756
210,2015-12-18 06:00:00-05:00,108.75,108.88,108.48,108.48,5807
211,2015-12-18 07:00:00-05:00,108.64,108.65,108.36,108.59,64628
212,2015-12-18 08:00:00-05:00,108.57,108.68,108.36,108.68,115382
213,2015-12-18 09:00:00-05:00,108.68,109.52,108.46,109.27,13791430
214,2015-12-18 10:00:00-05:00,109.27,109.29,107.66,108.068,9127269
215,2015-12-18 11:00:00-05:00,108.06,108.28,107.14,107.34,6536408
216,2015-12-18 12:00:00-05:00,107.346,107.54,106.4,106.409,8951036
217,2015-12-18 13:00:00-05:00,106.41,107.44,106.4,107.23,7078198
218,2015-12-18 14:00:00-05:00,107.23,107.5,106.55,106.57,6235184
219,2015-12-18 15:00:00-05:00,106.57,106.75,105.81,105.89,14583525
220,2015-12-18 16:00:00-05:00,106.03,106.7064,105.84,106.32,29164931
221,2015-12-18 17:00:00-05:00,106.02,106.43,106.02,106.34,76118
222,2015-12-18 18:00:00-05:00,106.31,106.4,106.31,106.35,21582
223,2015-12-18 19:00:00-05:00,106.38,106.42,106.33,106.33,221168
224,2015-12-21 04:00:00-05:00,107.5,107.88,107.03,107.6,21497
225,2015-12-21 05:00:00-05:00,107.6,107.75,107.6,107.75,12050
226,2015-12-21 06:00:00-05:00,107.6,107.6,107.37,107.44,14983
227,2015-12-21 07:00:00-05:00,107.46,107.56,107.09,107.25,45870
228,2015-12-21 08:00:00-05:00,107.21,107.59,107.0,107.3,233538
229,2015-12-21 09:00:00-05:00,107.29,107.41,106.16,106.34,6858762
230,2015-12-21 10:00:00-05:00,106.3399,106.87,105.57,105.9298,7454718
231,2015-12-21 11:00:00-05:00,105.94,106.57,105.615,106.5223,6455147
232,2015-12-21 12:00:00-05:00,106.52,107.25,106.4808,107.0399,5936141
233,2015-12-21 13:00:00-05:00,107.03,107.34,106.86,107.08,3808011
234,2015-12-21 14:00:00-05:00,107.07,107.21,106.26,106.43,3853883
235,2015-12-21 15:00:00-05:00,106.42,107.35,106.12,107.32,6633027
236,2015-12-21 16:00:00-05:00,107.33,107.48,107.18,107.39,6142102
237,2015-12-21 17:00:00-05:00,107.39,107.58,107.39,107.42,50177
238,2015-12-21 18:00:00-05:00,107.55,107.65,107.45,107.5,11041
239,2015-12-21 19:00:00-05:00,107.56,107.63,107.55,107.63,13601
240,2015-12-22 04:00:00-05:00,107.7,107.7,107.05,107.05,4456
241,2015-12-22 05:00:00-05:00,107.05,107.41,107.05,107.41,10902
242,2015-12-22 06:00:00-05:00,107.35,107.39,107.09,107.09,4926
243,2015-12-22 07:00:00-05:00,107.24,107.24,107.0,107.16,18597
244,2015-12-22 08:00:00-05:00,107.19,107.19,106.82,107.0,77771
245,2015-12-22 09:00:00-05:00,107.03,107.48,106.61,106.66,4486434
246,2015-12-22 10:00:00-05:00,106.66,107.23,106.451,106.52,5720325
247,2015-12-22 11:00:00-05:00,106.518,107.36,106.518,107.24,4394854
248,2015-12-22 12:00:00-05:00,107.24,107.72,106.96,107.38,4188102
249,2015-12-22 13:00:00-05:00,107.38,107.47,107.01,107.4461,2863863
250,2015-12-22 14:00:00-05:00,107.45,107.47,107.19,107.42,2695661
251,2015-12-22 15:00:00-05:00,107.42,107.5,107.02,107.21,5731562
252,2015-12-22 16:00:00-05:00,107.23,107.39,107.16,107.29,2488624
253,2015-12-22 17:00:00-05:00,107.25,107.3,107.24,107.24,17474
254,2015-12-22 18:00:00-05:00,107.33,107.39,107.23,107.32,10733
255,2015-12-22 19:00:00-05:00,107.32,107.32,107.23,107.32,19900
256,2015-12-23 04:00:00-05:00,107.4,107.6,107.4,107.4,1211
257,2015-12-23 05:00:00-05:00,107.5,107.55,107.5,107.55,2047
258,2015-12-23 06:00:00-05:00,107.55,107.55,107.45,107.45,2575
259,2015-12-23 07:00:00-05:00,107.54,107.7,107.49,107.58,12860
260,2015-12-23 08:00:00-05:00,107.56,107.68,107.23,107.24,65836
261,2015-12-23 09:00:00-05:00,107.24,108.48,107.18,108.17,4562510
262,2015-12-23 10:00:00-05:00,108.19,108.61,107.85,108.48,5681031
263,2015-12-23 11:00:00-05:00,108.48,108.5,108.12,108.49,5069559
264,2015-12-23 12:00:00-05:00,108.495,108.85,108.31,108.4,4313739
265,2015-12-23 13:00:00-05:00,108.4046,108.44,108.03,108.179,2923791
266,2015-12-23 14:00:00-05:00,108.17,108.64,108.1651,108.58,3108204
267,2015-12-23 15:00:00-05:00,108.58,108.65,108.24,108.61,4638149
268,2015-12-23 16:00:00-05:00,108.61,108.62,108.49,108.55,2127727
269,2015-12-23 17:00:00-05:00,108.61,108.62,108.52,108.62,18449
270,2015-12-23 18:00:00-05:00,108.59,108.65,108.48,108.4801,20028
271,2015-12-23 19:00:00-05:00,108.5,108.68,108.48,108.65,7475
272,2015-12-24 06:00:00-05:00,108.57,108.57,108.57,108.57,500
273,2015-12-24 07:00:00-05:00,108.51,108.52,108.51,108.52,270
274,2015-12-24 08:00:00-05:00,108.49,108.7,108.49,108.6,17396
275,2015-12-24 09:00:00-05:00,108.65,109.0,108.27,108.43,2685501
276,2015-12-24 10:00:00-05:00,108.42,108.59,107.95,108.538,4043446
277,2015-12-24 11:00:00-05:00,108.53,108.65,108.3,108.51,2614568
278,2015-12-24 12:00:00-05:00,108.51,108.53,107.96,108.03,3122637
279,2015-12-24 13:00:00-05:00,108.03,108.1,108.0,108.05,1045255
280,2015-12-24 14:00:00-05:00,108.04,108.1,108.03,108.09,4883
281,2015-12-24 15:00:00-05:00,108.09,108.13,108.0,108.03,6644
282,2015-12-24 16:00:00-05:00,108.02,108.02,108.01,108.01,927
283,2015-12-28 05:00:00-05:00,107.7,107.7,107.63,107.63,1027
284,2015-12-28 07:00:00-05:00,107.37,107.49,107.17,107.3,8156
285,2015-12-28 08:00:00-05:00,107.41,107.7,107.3,107.7,30758
286,2015-12-28 09:00:00-05:00,107.7,107.75,106.7,106.7738,4121239
287,2015-12-28 10:00:00-05:00,106.78,106.95,106.1807,106.21,5358943
288,2015-12-28 11:00:00-05:00,106.21,107.28,106.2,107.17,4000946
289,2015-12-28 12:00:00-05:00,107.17,107.275,106.85,106.9762,2319771
290,2015-12-28 13:00:00-05:00,106.98,107.34,106.88,106.9481,2019500
291,2015-12-28 14:00:00-05:00,106.95,107.06,106.79,106.8085,2118742
292,2015-12-28 15:00:00-05:00,106.8156,106.87,106.51,106.82,4635937
293,2015-12-28 16:00:00-05:00,106.82,106.88,106.75,106.85,1966515
294,2015-12-28 17:00:00-05:00,106.88,106.88,106.83,106.83,58216
295,2015-12-28 18:00:00-05:00,106.87,106.92,106.87,106.9,12763
296,2015-12-28 19:00:00-05:00,106.88,106.89,106.83,106.87,4162
297,2015-12-29 04:00:00-05:00,107.0,107.5,107.0,107.5,1600
298,2015-12-29 05:00:00-05:00,107.35,107.41,107.31,107.38,1082
299,2015-12-29 06:00:00-05:00,107.35,107.4,107.12,107.14,7072
300,2015-12-29 07:00:00-05:00,107.19,107.48,107.12,107.2,29479
301,2015-12-29 08:00:00-05:00,107.13,107.4,106.9,107.25,129212
302,2015-12-29 09:00:00-05:00,107.25,107.7,106.86,107.37,3834250
303,2015-12-29 10:00:00-05:00,107.37,107.789,107.33,107.5,3967671
304,2015-12-29 11:00:00-05:00,107.5,108.05,107.5,107.881,3670499
305,2015-12-29 12:00:00-05:00,107.885,108.61,107.8821,108.534,3638098
306,2015-12-29 13:00:00-05:00,108.54,109.17,108.53,109.07,4193555
307,2015-12-29 14:00:00-05:00,109.08,109.43,109.0172,109.23,4235356
308,2015-12-29 15:00:00-05:00,109.236,109.31,108.62,108.74,5590642
309,2015-12-29 16:00:00-05:00,108.73,108.8,108.7,108.71,1521814
310,2015-12-29 17:00:00-05:00,108.71,108.76,108.7,108.75,43055
311,2015-12-29 18:00:00-05:00,108.75,108.76,108.71,108.71,7341
312,2015-12-29 19:00:00-05:00,108.72,108.75,108.7,108.7,5388
313,2015-12-30 05:00:00-05:00,108.61,108.61,108.38,108.5,2659
314,2015-12-30 06:00:00-05:00,108.7,108.7,108.7,108.7,100
315,2015-12-30 07:00:00-05:00,108.6,108.67,108.51,108.6,15829
316,2015-12-30 08:00:00-05:00,108.56,108.67,108.37,108.5,34669
317,2015-12-30 09:00:00-05:00,108.5,108.7,107.4,107.5474,3861794
318,2015-12-30 10:00:00-05:00,107.55,107.8,107.18,107.6459,4712793
319,2015-12-30 11:00:00-05:00,107.65,107.94,107.5,107.55,2534478
320,2015-12-30 12:00:00-05:00,107.5472,107.78,107.5,107.6999,1935810
321,2015-12-30 13:00:00-05:00,107.6948,107.77,107.5,107.73,2135471
322,2015-12-30 14:00:00-05:00,107.732,107.8,107.55,107.6903,2514219
323,2015-12-30 15:00:00-05:00,107.6999,107.9,107.27,107.32,5174284
324,2015-12-30 16:00:00-05:00,107.32,107.4,107.25,107.35,2115008
325,2015-12-30 17:00:00-05:00,107.37,107.41,107.35,107.41,6312
326,2015-12-30 18:00:00-05:00,107.37,107.41,107.33,107.41,18544
327,2015-12-30 19:00:00-05:00,107.44,107.54,107.41,107.54,4652
328,2015-12-31 06:00:00-05:00,107.52,107.55,107.51,107.52,1000
329,2015-12-31 07:00:00-05:00,107.52,107.52,107.24,107.25,6735
330,2015-12-31 08:00:00-05:00,107.29,107.5101,107.0,107.02,31726
331,2015-12-31 09:00:00-05:00,107.09,107.11,105.89,106.1811,5009836
332,2015-12-31 10:00:00-05:00,106.18,106.3401,105.66,105.87,5729799
333,2015-12-31 11:00:00-05:00,105.86,106.03,105.6275,105.78,4305411
334,2015-12-31 12:00:00-05:00,105.78,106.09,105.65,105.6639,3965431
335,2015-12-31 13:00:00-05:00,105.665,105.68,105.34,105.5,4326764
336,2015-12-31 14:00:00-05:00,105.4999,105.5,104.82,105.22,6530170
337,2015-12-31 15:00:00-05:00,105.22,105.54,105.0,105.2299,7346418
338,2015-12-31 16:00:00-05:00,105.23,105.49,105.23,105.4,3434096
339,2015-12-31 17:00:00-05:00,105.4,105.47,105.26,105.47,77160
340,2015-12-31 18:00:00-05:00,105.46,105.48,105.4,105.42,6893
341,2015-12-31 19:00:00-05:00,105.43,105.51,105.36,105.46,11646
342,2016-01-04 04:00:00-05:00,105.45,105.45,103.4,103.4,37541
343,2016-01-04 05:00:00-05:00,103.55,103.77,103.48,103.68,7675
344,2016-01-04 06:00:00-05:00,103.69,103.69,103.0,103.0,40620
345,2016-01-04 07:00:00-05:00,103.0,103.3,102.81,103.3,107579
346,2016-01-04 08:00:00-05:00,103.36,103.58,102.8,103.0,378885
347,2016-01-04 09:00:00-05:00,103.0,103.69,102.0,102.6923,10190201
348,2016-01-04 10:00:00-05:00,102.68,103.935,102.38,103.342,9425608
349,2016-01-04 11:00:00-05:00,103.34,103.9,102.5,103.83,6264325
350,2016-01-04 12:00:00-05:00,103.84,104.89,103.69,104.7825,7151656
351,2016-01-04 13:00:00-05:00,104.78,104.99,104.31,104.6401,11772201
352,2016-01-04 14:00:00-05:00,104.64,105.368,104.41,104.75,6203089
353,2016-01-04 15:00:00-05:00,104.75,105.36,103.83,105.33,10205352
354,2016-01-04 16:00:00-05:00,105.35,105.7,104.7455,105.55,5714410
355,2016-01-04 17:00:00-05:00,105.53,105.75,105.49,105.63,32582
356,2016-01-04 18:00:00-05:00,105.67,105.74,105.61,105.74,20440
357,2016-01-04 19:00:00-05:00,105.74,105.8,105.66,105.74,23905
358,2016-01-05 04:00:00-05:00,105.48,105.48,105.24,105.28,1400
359,2016-01-05 05:00:00-05:00,105.23,105.28,104.9,104.9,3564
360,2016-01-05 06:00:00-05:00,105.14,105.14,104.95,105.05,600
